date,state,fips,cases,deaths,daily_cases,daily_deaths,year_month,year,code
2021-03-24,Louisiana,22,442221,10056,450,19,2021-03,2021,LA
2021-03-25,Louisiana,22,442620,10073,399,17,2021-03,2021,LA
2021-03-26,Louisiana,22,443069,10087,449,14,2021-03,2021,LA
2021-03-27,Louisiana,22,443069,10087,0,0,2021-03,2021,LA
2021-03-28,Louisiana,22,443069,10087,0,0,2021-03,2021,LA
2021-03-29,Louisiana,22,443905,10122,836,35,2021-03,2021,LA
2021-03-30,Louisiana,22,444414,10132,509,10,2021-03,2021,LA
2021-03-31,Louisiana,22,444933,10141,519,9,2021-03,2021,LA
2021-04-01,Louisiana,22,445469,10161,536,20,2021-04,2021,LA
2021-04-02,Louisiana,22,445469,10161,0,0,2021-04,2021,LA
2021-04-03,Louisiana,22,445469,10161,0,0,2021-04,2021,LA
2021-04-04,Louisiana,22,445469,10161,0,0,2021-04,2021,LA
2021-04-05,Louisiana,22,446737,10165,1268,4,2021-04,2021,LA
2021-04-06,Louisiana,22,446955,10174,218,9,2021-04,2021,LA
2021-04-07,Louisiana,22,447655,10185,700,11,2021-04,2021,LA
2021-04-08,Louisiana,22,448104,10200,449,15,2021-04,2021,LA
2021-04-09,Louisiana,22,448838,10216,734,16,2021-04,2021,LA
2021-04-10,Louisiana,22,448838,10216,0,0,2021-04,2021,LA
2021-04-11,Louisiana,22,448838,10216,0,0,2021-04,2021,LA
2021-04-12,Louisiana,22,449827,10241,989,25,2021-04,2021,LA
2021-04-13,Louisiana,22,450279,10255,452,14,2021-04,2021,LA
2021-04-14,Louisiana,22,450673,10264,394,9,2021-04,2021,LA
2021-04-15,Louisiana,22,451476,10273,803,9,2021-04,2021,LA
2021-04-16,Louisiana,22,451955,10282,479,9,2021-04,2021,LA
2021-04-17,Louisiana,22,451955,10282,0,0,2021-04,2021,LA
2021-04-18,Louisiana,22,451955,10282,0,0,2021-04,2021,LA
2021-04-19,Louisiana,22,453351,10293,1396,11,2021-04,2021,LA
2021-04-20,Louisiana,22,453711,10306,360,13,2021-04,2021,LA
2021-04-21,Louisiana,22,454377,10316,666,10,2021-04,2021,LA
2021-04-22,Louisiana,22,455000,10324,623,8,2021-04,2021,LA
2021-04-23,Louisiana,22,455541,10336,541,12,2021-04,2021,LA
2021-04-24,Louisiana,22,455541,10336,0,0,2021-04,2021,LA
2021-04-25,Louisiana,22,455541,10336,0,0,2021-04,2021,LA
2021-04-26,Louisiana,22,456432,10342,891,6,2021-04,2021,LA
2021-04-27,Louisiana,22,456884,10352,452,10,2021-04,2021,LA
2021-04-28,Louisiana,22,457326,10367,442,15,2021-04,2021,LA
2021-04-29,Louisiana,22,457896,10376,570,9,2021-04,2021,LA
2021-04-30,Louisiana,22,458581,10382,685,6,2021-04,2021,LA
2021-05-01,Louisiana,22,458581,10382,0,0,2021-05,2021,LA
2021-05-02,Louisiana,22,458581,10382,0,0,2021-05,2021,LA
2021-05-03,Louisiana,22,459340,10393,759,11,2021-05,2021,LA
2021-05-04,Louisiana,22,460337,10405,997,12,2021-05,2021,LA
2021-05-05,Louisiana,22,460803,10418,466,13,2021-05,2021,LA
2021-05-06,Louisiana,22,461210,10425,407,7,2021-05,2021,LA
2021-05-07,Louisiana,22,461773,10433,563,8,2021-05,2021,LA
2021-05-08,Louisiana,22,461773,10433,0,0,2021-05,2021,LA
2021-05-09,Louisiana,22,461773,10433,0,0,2021-05,2021,LA
2021-05-10,Louisiana,22,462868,10438,1095,5,2021-05,2021,LA
2021-05-11,Louisiana,22,463517,10451,649,13,2021-05,2021,LA
2021-05-12,Louisiana,22,463997,10463,480,12,2021-05,2021,LA
2021-05-13,Louisiana,22,464412,10469,415,6,2021-05,2021,LA
2021-05-14,Louisiana,22,464833,10478,421,9,2021-05,2021,LA
2021-05-15,Louisiana,22,464833,10478,0,0,2021-05,2021,LA
2021-05-16,Louisiana,22,464833,10478,0,0,2021-05,2021,LA
2021-05-17,Louisiana,22,465946,10489,1113,11,2021-05,2021,LA
2021-05-18,Louisiana,22,466440,10500,494,11,2021-05,2021,LA
2021-05-19,Louisiana,22,467055,10509,615,9,2021-05,2021,LA
2021-05-20,Louisiana,22,467475,10517,420,8,2021-05,2021,LA
2021-05-21,Louisiana,22,467815,10522,340,5,2021-05,2021,LA
2021-05-22,Louisiana,22,467815,10522,0,0,2021-05,2021,LA
2021-05-23,Louisiana,22,467815,10522,0,0,2021-05,2021,LA
2021-05-24,Louisiana,22,468402,10535,587,13,2021-05,2021,LA
2021-05-25,Louisiana,22,469445,10548,1043,13,2021-05,2021,LA
2021-05-26,Louisiana,22,469864,10562,419,14,2021-05,2021,LA
2021-05-27,Louisiana,22,470331,10570,467,8,2021-05,2021,LA
2021-05-28,Louisiana,22,470685,10576,354,6,2021-05,2021,LA
2021-05-29,Louisiana,22,470685,10576,0,0,2021-05,2021,LA
2021-05-30,Louisiana,22,470685,10576,0,0,2021-05,2021,LA
2021-05-31,Louisiana,22,470685,10576,0,0,2021-05,2021,LA
2021-06-01,Louisiana,22,471663,10592,978,16,2021-06,2021,LA
2021-06-02,Louisiana,22,472304,10595,641,3,2021-06,2021,LA
2021-06-03,Louisiana,22,472617,10605,313,10,2021-06,2021,LA
2021-06-04,Louisiana,22,472981,10615,364,10,2021-06,2021,LA
2021-06-05,Louisiana,22,472981,10615,0,0,2021-06,2021,LA
2021-06-06,Louisiana,22,472981,10615,0,0,2021-06,2021,LA
2021-06-07,Louisiana,22,473777,10619,796,4,2021-06,2021,LA
2021-06-08,Louisiana,22,473879,10622,102,3,2021-06,2021,LA
2021-06-09,Louisiana,22,474653,10631,774,9,2021-06,2021,LA
2021-06-10,Louisiana,22,475126,10638,473,7,2021-06,2021,LA
2021-06-11,Louisiana,22,475354,10648,228,10,2021-06,2021,LA
2021-06-12,Louisiana,22,475354,10648,0,0,2021-06,2021,LA
2021-06-13,Louisiana,22,475354,10648,0,0,2021-06,2021,LA
2021-06-14,Louisiana,22,475908,10655,554,7,2021-06,2021,LA
2021-06-15,Louisiana,22,476467,10660,559,5,2021-06,2021,LA
2021-06-16,Louisiana,22,476792,10670,325,10,2021-06,2021,LA
2021-06-17,Louisiana,22,477127,10677,335,7,2021-06,2021,LA
2021-06-18,Louisiana,22,477453,10688,326,11,2021-06,2021,LA
2021-06-19,Louisiana,22,477453,10688,0,0,2021-06,2021,LA
2021-06-20,Louisiana,22,477453,10688,0,0,2021-06,2021,LA
2021-06-21,Louisiana,22,478139,10693,686,5,2021-06,2021,LA
2021-06-22,Louisiana,22,478464,10699,325,6,2021-06,2021,LA
2021-06-23,Louisiana,22,478946,10709,482,10,2021-06,2021,LA
2021-06-24,Louisiana,22,479311,10717,365,8,2021-06,2021,LA
2021-06-25,Louisiana,22,479521,10723,210,6,2021-06,2021,LA
2021-06-26,Louisiana,22,479521,10723,0,0,2021-06,2021,LA
2021-06-27,Louisiana,22,479521,10723,0,0,2021-06,2021,LA
2021-06-28,Louisiana,22,480463,10728,942,5,2021-06,2021,LA
2021-06-29,Louisiana,22,480876,10732,413,4,2021-06,2021,LA
2021-06-30,Louisiana,22,481467,10738,591,6,2021-06,2021,LA
2021-07-01,Louisiana,22,482035,10748,568,10,2021-07,2021,LA
2021-07-02,Louisiana,22,482560,10757,525,9,2021-07,2021,LA
2021-07-03,Louisiana,22,482560,10757,0,0,2021-07,2021,LA
2021-07-04,Louisiana,22,482560,10757,0,0,2021-07,2021,LA
2021-07-05,Louisiana,22,482560,10757,0,0,2021-07,2021,LA
2021-07-06,Louisiana,22,484577,10763,2017,6,2021-07,2021,LA
2021-07-07,Louisiana,22,485803,10765,1226,2,2021-07,2021,LA
2021-07-08,Louisiana,22,486589,10771,786,6,2021-07,2021,LA
2021-07-09,Louisiana,22,487558,10781,969,10,2021-07,2021,LA
2021-07-10,Louisiana,22,487558,10781,0,0,2021-07,2021,LA
2021-07-11,Louisiana,22,487558,10781,0,0,2021-07,2021,LA
2021-07-12,Louisiana,22,489951,10789,2393,8,2021-07,2021,LA
2021-07-13,Louisiana,22,490904,10798,953,9,2021-07,2021,LA
2021-07-14,Louisiana,22,492840,10808,1936,10,2021-07,2021,LA
2021-07-15,Louisiana,22,494340,10821,1500,13,2021-07,2021,LA
2021-07-16,Louisiana,22,495945,10828,1605,7,2021-07,2021,LA
2021-07-17,Louisiana,22,495945,10828,0,0,2021-07,2021,LA
2021-07-18,Louisiana,22,495945,10828,0,0,2021-07,2021,LA
2021-07-19,Louisiana,22,499932,10841,3987,13,2021-07,2021,LA
2021-07-20,Louisiana,22,501494,10861,1562,20,2021-07,2021,LA
2021-07-21,Louisiana,22,506882,10874,5388,13,2021-07,2021,LA
2021-07-22,Louisiana,22,509716,10889,2834,15,2021-07,2021,LA
2021-07-23,Louisiana,22,512843,10900,3127,11,2021-07,2021,LA
2021-07-24,Louisiana,22,512843,10900,0,0,2021-07,2021,LA
2021-07-25,Louisiana,22,512843,10900,0,0,2021-07,2021,LA
2021-07-26,Louisiana,22,520435,10914,7592,14,2021-07,2021,LA
2021-07-27,Louisiana,22,527253,10934,6818,20,2021-07,2021,LA
2021-07-28,Louisiana,22,531952,10948,4699,14,2021-07,2021,LA
2021-07-29,Louisiana,22,536366,10968,4414,20,2021-07,2021,LA
2021-07-30,Louisiana,22,541679,10999,5313,31,2021-07,2021,LA
2021-07-31,Louisiana,22,541679,10999,0,0,2021-07,2021,LA
2021-08-01,Louisiana,22,541679,10999,0,0,2021-08,2021,LA
2021-08-02,Louisiana,22,552787,11026,11108,27,2021-08,2021,LA
2021-08-03,Louisiana,22,557540,11085,4753,59,2021-08,2021,LA
2021-08-04,Louisiana,22,562319,11129,4779,44,2021-08,2021,LA
2021-08-05,Louisiana,22,567787,11162,5468,33,2021-08,2021,LA
2021-08-06,Louisiana,22,573903,11210,6116,48,2021-08,2021,LA
2021-08-07,Louisiana,22,573903,11210,0,0,2021-08,2021,LA
2021-08-08,Louisiana,22,573903,11210,0,0,2021-08,2021,LA
2021-08-09,Louisiana,22,590446,11260,16543,50,2021-08,2021,LA
2021-08-10,Louisiana,22,596534,11353,6088,93,2021-08,2021,LA
2021-08-11,Louisiana,22,601941,11408,5407,55,2021-08,2021,LA
2021-08-12,Louisiana,22,607228,11462,5287,54,2021-08,2021,LA
2021-08-13,Louisiana,22,614776,11519,7548,57,2021-08,2021,LA
2021-08-14,Louisiana,22,614776,11519,0,0,2021-08,2021,LA
2021-08-15,Louisiana,22,614776,11519,0,0,2021-08,2021,LA
2021-08-16,Louisiana,22,628146,11584,13370,65,2021-08,2021,LA
2021-08-17,Louisiana,22,631837,11706,3691,122,2021-08,2021,LA
2021-08-18,Louisiana,22,638443,11793,6606,87,2021-08,2021,LA
2021-08-19,Louisiana,22,643993,11851,5550,58,2021-08,2021,LA
2021-08-20,Louisiana,22,649915,11918,5922,67,2021-08,2021,LA
2021-08-21,Louisiana,22,649915,11918,0,0,2021-08,2021,LA
2021-08-22,Louisiana,22,649915,11918,0,0,2021-08,2021,LA
2021-08-23,Louisiana,22,660804,11977,10889,59,2021-08,2021,LA
2021-08-24,Louisiana,22,664618,12116,3814,139,2021-08,2021,LA
2021-08-25,Louisiana,22,671237,12226,6619,110,2021-08,2021,LA
2021-08-26,Louisiana,22,676368,12298,5131,72,2021-08,2021,LA
2021-08-27,Louisiana,22,679796,12359,3428,61,2021-08,2021,LA
2021-08-28,Louisiana,22,679796,12359,0,0,2021-08,2021,LA
2021-08-29,Louisiana,22,679796,12359,0,0,2021-08,2021,LA
2021-08-30,Louisiana,22,679796,12359,0,0,2021-08,2021,LA
2021-08-31,Louisiana,22,679796,12359,0,0,2021-08,2021,LA
2021-09-01,Louisiana,22,692176,12582,12380,223,2021-09,2021,LA
2021-09-02,Louisiana,22,694275,12656,2099,74,2021-09,2021,LA
2021-09-03,Louisiana,22,696900,12707,2625,51,2021-09,2021,LA
2021-09-04,Louisiana,22,696900,12707,0,0,2021-09,2021,LA
2021-09-05,Louisiana,22,696900,12707,0,0,2021-09,2021,LA
2021-09-06,Louisiana,22,696900,12707,0,0,2021-09,2021,LA
2021-09-07,Louisiana,22,702432,12779,5532,72,2021-09,2021,LA
2021-09-08,Louisiana,22,705498,12915,3066,136,2021-09,2021,LA
2021-09-09,Louisiana,22,710401,12992,4903,77,2021-09,2021,LA
2021-09-10,Louisiana,22,712574,13056,2173,64,2021-09,2021,LA
2021-09-11,Louisiana,22,712574,13056,0,0,2021-09,2021,LA
2021-09-12,Louisiana,22,712574,13056,0,0,2021-09,2021,LA
2021-09-13,Louisiana,22,716706,13121,4132,65,2021-09,2021,LA
2021-09-14,Louisiana,22,719424,13241,2718,120,2021-09,2021,LA
2021-09-15,Louisiana,22,721795,13318,2371,77,2021-09,2021,LA
2021-09-16,Louisiana,22,723458,13366,1663,48,2021-09,2021,LA
2021-09-17,Louisiana,22,725637,13418,2179,52,2021-09,2021,LA
2021-09-18,Louisiana,22,725637,13418,0,0,2021-09,2021,LA
2021-09-19,Louisiana,22,725637,13418,0,0,2021-09,2021,LA
2021-09-20,Louisiana,22,728831,13473,3194,55,2021-09,2021,LA
2021-09-21,Louisiana,22,730099,13558,1268,85,2021-09,2021,LA
2021-09-22,Louisiana,22,732005,13657,1906,99,2021-09,2021,LA
2021-09-23,Louisiana,22,733522,13702,1517,45,2021-09,2021,LA
2021-09-24,Louisiana,22,734524,13741,1002,39,2021-09,2021,LA
2021-09-25,Louisiana,22,734524,13741,0,0,2021-09,2021,LA
2021-09-26,Louisiana,22,734524,13741,0,0,2021-09,2021,LA
2021-09-27,Louisiana,22,737582,13796,3058,55,2021-09,2021,LA
2021-09-28,Louisiana,22,738613,13850,1031,54,2021-09,2021,LA
2021-09-29,Louisiana,22,739661,13900,1048,50,2021-09,2021,LA
2021-09-30,Louisiana,22,740533,13949,872,49,2021-09,2021,LA
2021-10-01,Louisiana,22,741906,13988,1373,39,2021-10,2021,LA
2021-10-02,Louisiana,22,741906,13988,0,0,2021-10,2021,LA
2021-10-03,Louisiana,22,741906,13988,0,0,2021-10,2021,LA
2021-10-04,Louisiana,22,743631,14027,1725,39,2021-10,2021,LA
2021-10-05,Louisiana,22,744651,14068,1020,41,2021-10,2021,LA
2021-10-06,Louisiana,22,745571,14102,920,34,2021-10,2021,LA
2021-10-07,Louisiana,22,746542,14139,971,37,2021-10,2021,LA
2021-10-08,Louisiana,22,747329,14173,787,34,2021-10,2021,LA
2021-10-09,Louisiana,22,747329,14173,0,0,2021-10,2021,LA
2021-10-10,Louisiana,22,747329,14173,0,0,2021-10,2021,LA
2021-10-11,Louisiana,22,748793,14204,1464,31,2021-10,2021,LA
2021-10-12,Louisiana,22,749922,14238,1129,34,2021-10,2021,LA
2021-10-13,Louisiana,22,750473,14268,551,30,2021-10,2021,LA
2021-10-14,Louisiana,22,751315,14296,842,28,2021-10,2021,LA
2021-10-15,Louisiana,22,751874,14321,559,25,2021-10,2021,LA
2021-10-16,Louisiana,22,751874,14321,0,0,2021-10,2021,LA
2021-10-17,Louisiana,22,751874,14321,0,0,2021-10,2021,LA
2021-10-18,Louisiana,22,752951,14350,1077,29,2021-10,2021,LA
2021-10-19,Louisiana,22,753532,14388,581,38,2021-10,2021,LA
2021-10-20,Louisiana,22,754027,14424,495,36,2021-10,2021,LA
2021-10-21,Louisiana,22,754950,14446,923,22,2021-10,2021,LA
2021-10-22,Louisiana,22,755631,14462,681,16,2021-10,2021,LA
2021-10-23,Louisiana,22,755631,14462,0,0,2021-10,2021,LA
2021-10-24,Louisiana,22,755631,14462,0,0,2021-10,2021,LA
2021-10-25,Louisiana,22,756509,14480,878,18,2021-10,2021,LA
2021-10-26,Louisiana,22,756969,14496,460,16,2021-10,2021,LA
2021-10-27,Louisiana,22,757739,14506,770,10,2021-10,2021,LA
2021-10-28,Louisiana,22,758230,14525,491,19,2021-10,2021,LA
2021-10-29,Louisiana,22,758471,14547,241,22,2021-10,2021,LA
2021-10-30,Louisiana,22,758471,14547,0,0,2021-10,2021,LA
2021-10-31,Louisiana,22,758471,14547,0,0,2021-10,2021,LA
2021-11-01,Louisiana,22,760000,14555,1529,8,2021-11,2021,LA
2021-11-02,Louisiana,22,760246,14565,246,10,2021-11,2021,LA
2021-11-03,Louisiana,22,760691,14585,445,20,2021-11,2021,LA
2021-11-04,Louisiana,22,761311,14597,620,12,2021-11,2021,LA
2021-11-05,Louisiana,22,761849,14615,538,18,2021-11,2021,LA
2021-11-06,Louisiana,22,761849,14615,0,0,2021-11,2021,LA
2021-11-07,Louisiana,22,761849,14615,0,0,2021-11,2021,LA
2021-11-08,Louisiana,22,762659,14622,810,7,2021-11,2021,LA
2021-11-09,Louisiana,22,763133,14649,474,27,2021-11,2021,LA
2021-11-10,Louisiana,22,763628,14662,495,13,2021-11,2021,LA
2021-11-11,Louisiana,22,763628,14662,0,0,2021-11,2021,LA
2021-11-12,Louisiana,22,764354,14685,726,23,2021-11,2021,LA
2020-03-09,Ohio,39,3,0,3,0,2020-03,2020,OH
2020-03-10,Ohio,39,3,0,0,0,2020-03,2020,OH
2020-03-11,Ohio,39,4,0,1,0,2020-03,2020,OH
2020-03-12,Ohio,39,5,0,1,0,2020-03,2020,OH
2020-03-13,Ohio,39,13,0,8,0,2020-03,2020,OH
2020-03-14,Ohio,39,26,0,13,0,2020-03,2020,OH
2020-03-15,Ohio,39,37,0,11,0,2020-03,2020,OH
2020-03-16,Ohio,39,50,0,13,0,2020-03,2020,OH
2020-03-17,Ohio,39,67,0,17,0,2020-03,2020,OH
2020-03-18,Ohio,39,90,0,23,0,2020-03,2020,OH
2020-03-19,Ohio,39,120,0,30,0,2020-03,2020,OH
2020-03-20,Ohio,39,169,1,49,1,2020-03,2020,OH
2020-03-21,Ohio,39,247,3,78,2,2020-03,2020,OH
2020-03-22,Ohio,39,351,3,104,0,2020-03,2020,OH
2020-03-23,Ohio,39,444,6,93,3,2020-03,2020,OH
2020-03-24,Ohio,39,564,8,120,2,2020-03,2020,OH
2020-03-25,Ohio,39,707,11,143,3,2020-03,2020,OH
2020-03-26,Ohio,39,867,15,160,4,2020-03,2020,OH
2020-03-27,Ohio,39,1144,22,277,7,2020-03,2020,OH
2020-03-28,Ohio,39,1406,25,262,3,2020-03,2020,OH
2020-03-29,Ohio,39,1665,30,259,5,2020-03,2020,OH
2020-03-30,Ohio,39,1933,40,268,10,2020-03,2020,OH
2020-03-31,Ohio,39,2199,55,266,15,2020-03,2020,OH
2020-04-01,Ohio,39,2548,65,349,10,2020-04,2020,OH
2020-04-02,Ohio,39,2903,81,355,16,2020-04,2020,OH
2020-04-03,Ohio,39,3312,91,409,10,2020-04,2020,OH
2020-04-04,Ohio,39,3739,102,427,11,2020-04,2020,OH
2020-04-05,Ohio,39,4043,119,304,17,2020-04,2020,OH
2020-04-06,Ohio,39,4450,142,407,23,2020-04,2020,OH
2020-04-07,Ohio,39,4783,167,333,25,2020-04,2020,OH
2020-04-08,Ohio,39,5149,193,366,26,2020-04,2020,OH
2020-04-09,Ohio,39,5513,213,364,20,2020-04,2020,OH
2020-04-10,Ohio,39,5879,231,366,18,2020-04,2020,OH
2020-04-11,Ohio,39,6251,247,372,16,2020-04,2020,OH
2020-04-12,Ohio,39,6605,253,354,6,2020-04,2020,OH
2020-04-13,Ohio,39,6975,274,370,21,2020-04,2020,OH
2020-04-14,Ohio,39,7280,324,305,50,2020-04,2020,OH
2020-04-15,Ohio,39,7791,361,511,37,2020-04,2020,OH
2020-04-16,Ohio,39,8414,389,623,28,2020-04,2020,OH
2020-04-17,Ohio,39,9107,418,693,29,2020-04,2020,OH
2020-04-18,Ohio,39,10222,451,1115,33,2020-04,2020,OH
2020-04-19,Ohio,39,11602,471,1380,20,2020-04,2020,OH
2020-04-20,Ohio,39,12919,509,1317,38,2020-04,2020,OH
2020-04-21,Ohio,39,13725,557,806,48,2020-04,2020,OH
2020-04-22,Ohio,39,14117,610,392,53,2020-04,2020,OH
2020-04-23,Ohio,39,14694,656,577,46,2020-04,2020,OH
2020-04-24,Ohio,39,15169,690,475,34,2020-04,2020,OH
2020-04-25,Ohio,39,15587,711,418,21,2020-04,2020,OH
2020-04-26,Ohio,39,15963,728,376,17,2020-04,2020,OH
2020-04-27,Ohio,39,16325,753,362,25,2020-04,2020,OH
2020-04-28,Ohio,39,16769,799,444,46,2020-04,2020,OH
2020-04-29,Ohio,39,17303,937,534,138,2020-04,2020,OH
2020-04-30,Ohio,39,18027,975,724,38,2020-04,2020,OH
2020-05-01,Ohio,39,18743,1002,716,27,2020-05,2020,OH
2020-05-02,Ohio,39,19335,1021,592,19,2020-05,2020,OH
2020-05-03,Ohio,39,19914,1038,579,17,2020-05,2020,OH
2020-05-04,Ohio,39,20474,1056,560,18,2020-05,2020,OH
2020-05-05,Ohio,39,20969,1135,495,79,2020-05,2020,OH
2020-05-06,Ohio,39,21576,1225,607,90,2020-05,2020,OH
2020-05-07,Ohio,39,22131,1271,555,46,2020-05,2020,OH
2020-05-08,Ohio,39,23018,1306,887,35,2020-05,2020,OH
2020-05-09,Ohio,39,23697,1331,679,25,2020-05,2020,OH
2020-05-10,Ohio,39,24086,1341,389,10,2020-05,2020,OH
2020-05-11,Ohio,39,24785,1357,699,16,2020-05,2020,OH
2020-05-12,Ohio,39,25257,1436,472,79,2020-05,2020,OH
2020-05-13,Ohio,39,25727,1483,470,47,2020-05,2020,OH
2020-05-14,Ohio,39,26363,1534,636,51,2020-05,2020,OH
2020-05-15,Ohio,39,26956,1581,593,47,2020-05,2020,OH
2020-05-16,Ohio,39,27476,1610,520,29,2020-05,2020,OH
2020-05-17,Ohio,39,27925,1625,449,15,2020-05,2020,OH
2020-05-18,Ohio,39,28455,1657,530,32,2020-05,2020,OH
2020-05-19,Ohio,39,28953,1720,498,63,2020-05,2020,OH
2020-05-20,Ohio,39,29437,1781,484,61,2020-05,2020,OH
2020-05-21,Ohio,39,30168,1836,731,55,2020-05,2020,OH
2020-05-22,Ohio,39,30795,1872,627,36,2020-05,2020,OH
2020-05-23,Ohio,39,31408,1956,613,84,2020-05,2020,OH
2020-05-24,Ohio,39,31911,1969,503,13,2020-05,2020,OH
2020-05-25,Ohio,39,32477,1987,566,18,2020-05,2020,OH
2020-05-26,Ohio,39,33006,2002,529,15,2020-05,2020,OH
2020-05-27,Ohio,39,33439,2044,433,42,2020-05,2020,OH
2020-05-28,Ohio,39,33915,2098,476,54,2020-05,2020,OH
2020-05-29,Ohio,39,34566,2131,651,33,2020-05,2020,OH
2020-05-30,Ohio,39,35034,2149,468,18,2020-05,2020,OH
2020-05-31,Ohio,39,35513,2155,479,6,2020-05,2020,OH
2020-06-01,Ohio,39,35984,2206,471,51,2020-06,2020,OH
2020-06-02,Ohio,39,36350,2258,366,52,2020-06,2020,OH
2020-06-03,Ohio,39,36792,2299,442,41,2020-06,2020,OH
2020-06-04,Ohio,39,37282,2339,490,40,2020-06,2020,OH
2020-06-05,Ohio,39,37758,2355,476,16,2020-06,2020,OH
2020-06-06,Ohio,39,38111,2370,353,15,2020-06,2020,OH
2020-06-07,Ohio,39,38476,2377,365,7,2020-06,2020,OH
2020-06-08,Ohio,39,38837,2404,361,27,2020-06,2020,OH
2020-06-09,Ohio,39,39162,2421,325,17,2020-06,2020,OH
2020-06-10,Ohio,39,39575,2457,413,36,2020-06,2020,OH
2020-06-11,Ohio,39,40004,2490,429,33,2020-06,2020,OH
2020-06-12,Ohio,39,40424,2508,420,18,2020-06,2020,OH
2020-06-13,Ohio,39,40848,2554,424,46,2020-06,2020,OH
2020-06-14,Ohio,39,41148,2557,300,3,2020-06,2020,OH
2020-06-15,Ohio,39,41576,2573,428,16,2020-06,2020,OH
2020-06-16,Ohio,39,42010,2597,434,24,2020-06,2020,OH
2020-06-17,Ohio,39,42422,2611,412,14,2020-06,2020,OH
2020-06-18,Ohio,39,43122,2633,700,22,2020-06,2020,OH
2020-06-19,Ohio,39,43731,2667,609,34,2020-06,2020,OH
2020-06-20,Ohio,39,44262,2697,531,30,2020-06,2020,OH
2020-06-21,Ohio,39,44808,2700,546,3,2020-06,2020,OH
2020-06-22,Ohio,39,45537,2704,729,4,2020-06,2020,OH
2020-06-23,Ohio,39,46127,2735,590,31,2020-06,2020,OH
2020-06-24,Ohio,39,46759,2755,632,20,2020-06,2020,OH
2020-06-25,Ohio,39,47651,2772,892,17,2020-06,2020,OH
2020-06-26,Ohio,39,48638,2788,987,16,2020-06,2020,OH
2020-06-27,Ohio,39,49455,2804,817,16,2020-06,2020,OH
2020-06-28,Ohio,39,50309,2807,854,3,2020-06,2020,OH
2020-06-29,Ohio,39,51046,2818,737,11,2020-06,2020,OH
2020-06-30,Ohio,39,51789,2863,743,45,2020-06,2020,OH
2020-07-01,Ohio,39,52865,2876,1076,13,2020-07,2020,OH
2020-07-02,Ohio,39,54166,2903,1301,27,2020-07,2020,OH
2020-07-03,Ohio,39,55257,2903,1091,0,2020-07,2020,OH
2020-07-04,Ohio,39,56183,2907,926,4,2020-07,2020,OH
2020-07-05,Ohio,39,57151,2911,968,4,2020-07,2020,OH
2020-07-06,Ohio,39,57956,2927,805,16,2020-07,2020,OH
2020-07-07,Ohio,39,58904,2970,948,43,2020-07,2020,OH
2020-07-08,Ohio,39,60181,2991,1277,21,2020-07,2020,OH
2020-07-09,Ohio,39,61331,3006,1150,15,2020-07,2020,OH
2020-07-10,Ohio,39,62856,3032,1525,26,2020-07,2020,OH
2020-07-11,Ohio,39,64214,3036,1358,4,2020-07,2020,OH
2020-07-12,Ohio,39,65592,3058,1378,22,2020-07,2020,OH
2020-07-13,Ohio,39,66853,3064,1261,6,2020-07,2020,OH
2020-07-14,Ohio,39,67995,3069,1142,5,2020-07,2020,OH
2020-07-15,Ohio,39,69311,3075,1316,6,2020-07,2020,OH
2020-07-16,Ohio,39,70601,3103,1290,28,2020-07,2020,OH
2020-07-17,Ohio,39,72280,3112,1679,9,2020-07,2020,OH
2020-07-18,Ohio,39,73822,3132,1542,20,2020-07,2020,OH
2020-07-19,Ohio,39,74932,3174,1110,42,2020-07,2020,OH
2020-07-20,Ohio,39,76168,3189,1236,15,2020-07,2020,OH
2020-07-21,Ohio,39,77215,3219,1047,30,2020-07,2020,OH
2020-07-22,Ohio,39,78742,3235,1527,16,2020-07,2020,OH
2020-07-23,Ohio,39,80186,3256,1444,21,2020-07,2020,OH
2020-07-24,Ohio,39,81746,3297,1560,41,2020-07,2020,OH
2020-07-25,Ohio,39,83184,3297,1438,0,2020-07,2020,OH
2020-07-26,Ohio,39,84073,3307,889,10,2020-07,2020,OH
2020-07-27,Ohio,39,85177,3344,1104,37,2020-07,2020,OH
2020-07-28,Ohio,39,86497,3382,1320,38,2020-07,2020,OH
2020-07-29,Ohio,39,87893,3422,1396,40,2020-07,2020,OH
2020-07-30,Ohio,39,89626,3442,1733,20,2020-07,2020,OH
2020-07-31,Ohio,39,91159,3489,1533,47,2020-07,2020,OH
2020-08-01,Ohio,39,92087,3515,928,26,2020-08,2020,OH
2020-08-02,Ohio,39,93031,3529,944,14,2020-08,2020,OH
2020-08-03,Ohio,39,93963,3539,932,10,2020-08,2020,OH
2020-08-04,Ohio,39,95106,3570,1143,31,2020-08,2020,OH
2020-08-05,Ohio,39,96305,3596,1199,26,2020-08,2020,OH
2020-08-06,Ohio,39,97471,3618,1166,22,2020-08,2020,OH
2020-08-07,Ohio,39,98675,3652,1204,34,2020-08,2020,OH
2020-08-08,Ohio,39,99969,3668,1294,16,2020-08,2020,OH
2020-08-09,Ohio,39,100848,3669,879,1,2020-08,2020,OH
2020-08-10,Ohio,39,101731,3673,883,4,2020-08,2020,OH
2020-08-11,Ohio,39,102826,3708,1095,35,2020-08,2020,OH
2020-08-12,Ohio,39,104248,3734,1422,26,2020-08,2020,OH
